job,number,place,pub_time,title
产品/项目类,1,深圳,2019-04-28,18302-国际IP新手游-高级关卡策划
设计类,2,深圳,2019-04-28,18302-国际IP新手游-高级3D角色模型师
市场类,1,深圳,2019-04-28,29311-腾讯在线教育品牌经理（深圳）
产品/项目类,3,深圳,2019-04-28,22989-腾讯云存储产品运营经理
技术类,3,深圳,2019-04-28,18302- 国际IP新手游-客户端资深开发工程师
产品/项目类,1,北京,2019-04-28,PCG09-信息流社区产品经理（北京）
设计类,2,深圳,2019-04-28,18302-国际IP新手游-高级3D动画师
技术类,1,深圳,2019-04-28,PCG04-短视频AI评测工程师（深圳总部）
技术类,1,北京,2019-04-28,PCG04-腾讯体育后台测试开发工程师（北京）
产品/项目类,1,北京,2019-04-28,PCG09-平台产品运营（北京）
产品/项目类,1,北京,2019-04-28,7660-腾讯广告风控系统产品经理（北京）
技术类,1,深圳,2019-04-28,30628-腾讯广告算法工程师（研发中心-深圳/北京）
技术类,1,深圳,2019-04-28,30360-QQ小程序小游戏iOS开发工程师（深圳）
技术类,2,深圳,2019-04-28,TME-QQ音乐/全民k歌搜索算法高级工程师（深圳）
产品/项目类,2,北京,2019-04-28,23671-短视频统筹制片人
,1,深圳,2019-04-28,27552-腾讯音乐高级投资分析师（深圳总部）
产品/项目类,1,深圳,2019-04-28,PCG16-波洞星球产品经理
技术类,1,深圳,2019-04-28,30361-创新产品ios开发工程师
产品/项目类,1,深圳,2019-04-28,15612-卡牌游戏文学策划(深圳）
产品/项目类,2,北京,2019-04-28,23671-小视频内容合作管理
,1,北京,2019-04-28,27552-腾讯音乐高级投资分析师（北京）
,1,深圳,2019-04-28,27552-腾讯音乐高级投资经理（深圳总部）
技术类,1,深圳,2019-04-28,S2-高级测试工程师（深圳）
设计类,1,深圳,2019-04-28,29911-移动端交互设计师
技术类,1,深圳,2019-04-28,26563-后台开发工程师(深圳）
技术类,1,深圳,2019-04-28,18302-游戏程序化生成 TA
市场类,1,上海,2019-04-28,18432-金融合作商务经理
技术类,2,深圳,2019-04-28,27092-商业化iOS高级开发工程师（深圳）
技术类,1,深圳,2019-04-28,26563-后台开发高级工程师（深圳）
技术类,2,深圳,2019-04-28,18302-动作游戏引擎工程师（深圳）
技术类,1,北京,2019-04-28,30361-WEB前端工程师(北京)
职能类,1,荷兰,2019-04-28,S2-International Finance Manager（EU）
技术类,2,北京,2019-04-28,TEG09-云存储高级研发工程师（北京）
技术类,1,北京,2019-04-28,CSIG17-车联网高级硬件测试架构师
技术类,1,北京,2019-04-28,25814-数据研发高级工程师
产品/项目类,2,北京,2019-04-28,31967-企鹅电竞游戏直播运营经理（北京）
职能类,1,深圳,2019-04-28,S2-IBG财务管理经理（深圳）
技术类,1,深圳,2019-04-28,21309-PC客户端开发工程师
技术类,1,北京,2019-04-28,CSIG17-LBS产品能力技术评价负责人
产品/项目类,2,深圳,2019-04-28,31967-企鹅电竞游戏直播运营经理（深圳）
技术类,3,深圳,2019-04-28,TEG09-CDN高级后台开发工程师
技术类,3,深圳,2019-04-28,TEG09-云存储高级研发工程师（深圳总部）
技术类,1,深圳,2019-04-28,22850-腾讯视频VIP后台开发工程师(深圳)
技术类,1,深圳,2019-04-28,25923-王者荣耀技术运营工程师（深圳）
产品/项目类,1,北京,2019-04-28,PCG09-信息流垂类运营（体育）
,1,北京,2019-04-28,21528-媒介传播经理（党媒央媒）
职能类,1,北京,2019-04-28,ZNB-高级专家助理
技术类,1,深圳,2019-04-28,25923-golang运营开发工程师（深圳）
市场类,1,北京,2019-04-28,21528-版权商务（词曲）
技术类,1,深圳,2019-04-28,25926-高级游戏客户端安全工程师（深圳）
产品/项目类,1,深圳,2019-04-28,23295-互娱内容平台产品经理（深圳）
内容编辑类,1,深圳,2019-04-28,TME-电台节目高级运营经理
技术类,1,深圳,2019-04-28,22989-自然语言处理平台高级工程师
技术类,1,北京,2019-04-28,22090-天天快报-高级研发工程师（北京）
,1,北京,2019-04-28,21528-品牌传播经理（北京）
产品/项目类,1,深圳,2019-04-28,31967-企鹅电竞高级数据产品经理
产品/项目类,1,深圳,2019-04-28,TME-MOO音乐产品策划（深圳）
产品/项目类,3,深圳,2019-04-28,22989-AI语义产品经理
,1,深圳,2019-04-28,21528-品牌传播经理（深圳总部）
技术类,2,深圳,2019-04-28,25663-腾讯云国际化业务web前端开发（深圳）
技术类,1,广州,2019-04-28,WXG10-152 企业微信专项测试工程师（广州）
技术类,1,深圳,2019-04-28,25925-小悦产品研发工程师（深圳）
产品/项目类,1,北京,2019-04-28,30625-腾讯广告生态合作运营经理（北京）
产品/项目类,1,深圳,2019-04-28,30625-腾讯广告KA电商行业数据运营经理
技术类,5,深圳,2019-04-28,25663-腾讯云国际化业务后台开发(深圳）
设计类,1,深圳,2019-04-28,23292-互娱概念美术指导
职能类,1,深圳,2019-04-28,TME-腾讯音乐安全策略总监/专家
市场类,1,北京,2019-04-28,30625-腾讯广告平台销售经理（大客户和生态组）
产品/项目类,1,深圳,2019-04-28,31504-云服务高级项目经理（深圳）
技术类,1,深圳,2019-04-28,23295-互娱社区后台开发工程师（深圳）
市场类,1,武汉,2019-04-28,HY6-互娱市场推广经理（内容营销方向）
市场类,1,深圳,2019-04-28,25666-融合媒体行业销售Leader(北京/深圳)（深圳总部）
产品/项目类,2,上海,2019-04-28,25927-toB高级产品经理（上海）
技术类,1,上海,2019-04-28,32032-高级机器学习工程师
技术类,1,深圳,2019-04-28,23295-互娱游戏营销算法工程师
技术类,2,深圳,2019-04-28,TEG02-SDN开发工程师（深圳总部）
设计类,1,深圳,2019-04-28,HY6-互娱视觉设计师
技术类,1,北京,2019-04-28,30628-腾讯广告业务运维高级工程师
产品/项目类,1,深圳,2019-04-28,27192-互娱游戏社区产品运营经理
内容编辑类,1,天津,2019-04-28,22851-腾讯视频电影频道运营（天津）
技术类,1,北京,2019-04-28,TEG02-SDN开发工程师（北京）
,1,香港,2019-04-28,TB-投资经理（香港）
市场类,1,深圳,2019-04-28,25667-腾讯云服务合作伙伴高级运营经理（深圳）
技术类,1,深圳,2019-04-28,TME-腾讯音乐测试开发组长（深圳）
技术类,1,深圳,2019-04-28,TME-腾讯音乐音质音效高级测试工程师（深圳）
市场类,1,深圳,2019-04-28,15582-商业分析经理（深圳）
产品/项目类,1,上海,2019-04-28,25928-音频策划
技术类,3,深圳,2019-04-28,22989-腾讯云存储产品售前架构师（深圳/北京/上海）
技术类,1,深圳,2019-04-28,TME-全民K歌国际版高级测试工程师（深圳）
产品/项目类,1,深圳,2019-04-28,15569-魂斗罗手游世界观策划（深圳）
产品/项目类,2,深圳,2019-04-28,25663-腾讯云国际业务产品策划经理（深圳）
技术类,1,广州,2019-04-28,WXG03-微信小程序&公众号计算机视觉高级研究员
技术类,1,深圳,2019-04-28,PCG04-腾讯PCG研发部架构师（深圳）
产品/项目类,1,深圳,2019-04-28,TME-QQ音乐平台产品策划
产品/项目类,1,深圳,2019-04-28,15569-魂斗罗手游高级数值策划（深圳）
产品/项目类,1,上海,2019-04-28,CSIG16-车联网运营项目经理（上海）
设计类,1,深圳,2019-04-28,25928-交互设计师
技术类,1,深圳,2019-04-28,31506-知识图谱前端开发工程师
产品/项目类,1,深圳,2019-04-28,15569-魂斗罗手游高级系统策划（深圳）
产品/项目类,1,上海,2019-04-28,CSIG16-车联网产品运营经理（上海）
产品/项目类,1,北京,2019-04-28,24548-综艺商业制片人
技术类,1,深圳,2019-04-28,CSIG16-车联网架构师（深圳）
技术类,1,深圳,2019-04-28,CSIG17-测试leader
技术类,1,北京,2019-04-28,CSIG15-自然语言处理工程师（北京）
技术类,1,上海,2019-04-28,CSIG16-车联网IT运维经理（上海）
市场类,1,广州,2019-04-28,WXG09-321 高级商务经理
市场类,1,北京,2019-04-28,16078-金融行业商务拓展经理（北京）
产品/项目类,1,深圳,2019-04-28,21557-音视频实验室高级产品经理
技术类,1,上海,2019-04-28,CSIG16-车联网系统工程师（自研基础产品运维负责人）（上海）
技术类,2,成都,2019-04-28,15575-《王者荣耀》图形渲染开发工程师（成都）
市场类,1,北京,2019-04-28,16810-动漫版权商业化经理 
市场类,1,深圳,2019-04-28,29300-动漫商务拓展经理
产品/项目类,1,深圳,2019-04-28,22989-腾讯云云开发高级项目管理
技术类,1,北京,2019-04-28,22989-腾讯云容器技术高级工程师（北京）
技术类,1,深圳,2019-04-28,CSIG16-车联网后台开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,PCG16-信息流游戏策略产品经理
技术类,3,深圳,2019-04-28,25664-政务应用架构师（深圳）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云中间件高级项目经理（深圳）
技术类,1,深圳,2019-04-28,25664-政府行业技术平台架构师
职能类,1,深圳,2019-04-28,26832-招聘专员
技术类,1,北京,2019-04-28,31504-腾讯云大客户售后高级技术顾问（深圳/北京/上海/成都）
设计类,1,深圳,2019-04-28,PCG19-腾讯视频app视觉设计师
技术类,2,深圳,2019-04-28,PCG19-大数据开发工程师
产品/项目类,1,深圳,2019-04-28,25926-游戏安全产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,PCG15-互动视频产品策划经理（深圳）
技术类,1,深圳,2019-04-28,25925-Linux C++后台开发工程师（深圳）
技术类,1,深圳,2019-04-28,PCG19-腾讯视频数据挖掘高级工程师（深圳）
技术类,1,深圳,2019-04-28,PCG19-腾讯视频Android开发工程师（深圳）
技术类,1,深圳,2019-04-28,25927-英雄联盟测试经理（深圳）
技术类,1,深圳,2019-04-28,15581-欢乐麻将Unity开发工程师（深圳）
职能类,1,北京,2019-04-28,PCG20-部门秘书（北京）
技术类,3,深圳,2019-04-28,TME-Moo音乐iOS开发工程师（深圳）
技术类,2,深圳,2019-04-28,TME-QQ音乐商业化后台开发工程师（深圳）
市场类,1,上海,2019-04-28,25667-金融行业渠道销售
设计类,1,深圳,2019-04-28,PCG19-腾讯视频app交互设计师
产品/项目类,1,深圳,2019-04-28,22989-腾讯云计费产品中心Leader/计费专家
技术类,2,深圳,2019-04-28,TME-Moo音乐Android开发工程师（深圳）
产品/项目类,1,深圳,2019-04-28,27566-互动叙事合辑高级运营经理(深圳）
技术类,2,上海,2019-04-28,27570-高级引擎工程师
产品/项目类,1,深圳,2019-04-28,PCG19-腾讯视频数据产品经理（深圳）
产品/项目类,1,深圳,2019-04-28,31967-直播主播合作运营
技术类,1,深圳,2019-04-28,31967-企鹅电竞客户端开发工程师
技术类,1,深圳,2019-04-28,31967-企鹅电竞ios开发工程师
技术类,1,深圳,2019-04-28,25923-后台开发工程师（深圳）
技术类,2,深圳,2019-04-28,22989-腾讯云数据平台产品中心WEB前端开发
技术类,1,深圳,2019-04-28,28481-交付运维工程师（深圳）
技术类,1,深圳,2019-04-28,31967-企鹅电竞系统测试工程师
设计类,1,广州,2019-04-28,WXG07-412 广研交互设计师（广州）
技术类,1,深圳,2019-04-28,25923-数据库工程师(DBA)（深圳）
产品/项目类,1,深圳,2019-04-28,22989-腾讯云平台型高级产品经理（运营产品中心）
技术类,1,深圳,2019-04-28,30361-阅读及电台类产品后台开发
技术类,2,深圳,2019-04-28,PCG09-Android 客户端开发工程师（深圳）
产品/项目类,1,广州,2019-04-28,WXG10-211 企业微信应用市场产品运营（广州）
技术类,1,广州,2019-04-28,WXG10-119 Foxmail Windows开发工程师（广州）
技术类,1,深圳,2019-04-28,31967-游戏直播数据分析经理
设计类,1,深圳,2019-04-28,27553-腾讯音乐用户研究经理（深圳）
市场类,1,北京,2019-04-28,PCG09-商业分析师（北京）
技术类,1,广州,2019-04-28,WXG10-117 Foxmail Mac开发工程师（广州）
技术类,1,广州,2019-04-28,WXG07-152 QQ邮箱专项技术测试（广州）
技术类,1,深圳,2019-04-28,TME-QQ音乐创新平台Android开发工程师（深圳）
技术类,1,上海,2019-04-28,25924-移动客户端高级开发工程师
技术类,1,广州,2019-04-28,WXG10-153 企业微信质量管理QA（广州）
设计类,1,深圳,2019-04-28,31967-企鹅电竞视觉设计师
市场类,1,合肥,2019-04-28,25666-腾讯云华东区域销售（上海/安徽）（合肥）
技术类,1,深圳,2019-04-28,29300-Web前端开发工程师
技术类,1,深圳,2019-04-28,31967-企鹅电竞Android开发工程师
产品/项目类,1,广州,2019-04-28,WXG10-212 企业微信应用市场产品策划（广州）
产品/项目类,1,深圳,2019-04-28,PCG09-信息流产品垂类高级产品运营经理（ACG品类）
职能类,2,深圳,2019-04-28,31109-HRBP(深圳）
市场类,1,深圳,2019-04-28,25668-腾讯云市场高级商务拓展经理（深圳）
技术类,1,深圳,2019-04-28,31967-企鹅电竞iOS开发工程师
设计类,1,深圳,2019-04-28,31967-企鹅电竞交互设计师
市场类,1,深圳,2019-04-28,26563-腾讯互娱经营分析经理
设计类,1,深圳,2019-04-28,15602-妖尾手游3D动作设计师（深圳）
职能类,1,香港,2019-04-28,HGJ-senior legal counsel（AM）
技术类,1,深圳,2019-04-28,31967-企鹅电竞Web前端/UI开发工程师
技术类,1,深圳,2019-04-28,31967-企鹅电竞高级后台开发工程师（深圳）
设计类,1,深圳,2019-04-28,15602-高级UnrealEngine技术美术（深圳）
技术类,1,深圳,2019-04-28,PCG04-音视频测试开发（深圳）
产品/项目类,1,深圳,2019-04-28,28297-Roblox海外技术PM
产品/项目类,1,深圳,2019-04-28,31967-企鹅电竞高级产品策划经理
技术类,1,深圳,2019-04-28,31967-企鹅电竞后台开发工程师（深圳）
产品/项目类,1,上海,2019-04-28,26699-智慧零售商业产品经理
技术类,1,北京,2019-04-28,31504-腾讯云CDN专项高级技术支持工程师（深圳/北京）
产品/项目类,1,深圳,2019-04-28,GY0-【国际业务部】JOOX海外音乐产品运营（深圳）
职能类,2,深圳,2019-04-28,31871-服务器策略采购专家 
技术类,1,深圳,2019-04-28,PCG14-数据分析工程师（深圳）
产品/项目类,2,深圳,2019-04-28,26699-智慧零售产品运营（深圳/成都）
职能类,1,深圳,2019-04-28,ZSC-Senior Patent Counsel
技术类,5,深圳,2019-04-28,25664-公有云解决方案售前架构师(深圳）
技术类,4,深圳,2019-04-28,25664-公检法行业解决方案架构师(深圳）
技术类,4,深圳,2019-04-28,25664-政务民生解决方案架构师(深圳）
职能类,1,美国,2019-04-28,S2-Accounting Manager（US）
技术类,1,北京,2019-04-28,7660-腾讯广告Java开发工程师（安全管理中心）
市场类,2,北京,2019-04-28,19838-影视艺人经纪
技术类,1,深圳,2019-04-28,18435-风控数据应用工程师
职能类,3,深圳,2019-04-28,S2-CDG财务管理（深圳）
职能类,1,深圳,2019-04-28,FC-流程经理
产品/项目类,1,深圳,2019-04-28,31506-云安全重大项目交付架构师（深圳）
内容编辑类,1,深圳,2019-04-28,TME-腾讯音乐音乐曲库运营（深圳）
